Title;Excerpt;Tags;Team;Projekt-URL
Hier wirkt Selektion;Anpassungen an neue Umweltbedingungen können bisweilen sehr schnell ganze Populationen prägen. Forschende am Museum für Naturkunde Berlin untersuchen, welche Spuren das im Erbgut hinterlässt.;FB1 Dynamik der Natur, Forschung, Genomik, Evolution, Genetik;;https://www.museumfuernaturkunde.berlin/de/forschung/hier-wirkt-selektion
Wettrüsten und Grabenkriege zwischen Wirt und Parasit;Genetische Kriegsführung: Parasiten und ihre Wirtsorganismen durchlaufen in ihrer andauernden Auseinandersetzung und gemeinsamen Entwicklung Phasen, die Spuren in ihrem Erbgut hinterlassen.;FB1 Dynamik der Natur, Forschung, Genomik;;https://www.museumfuernaturkunde.berlin/de/forschung/wettruesten-und-grabenkriege-zwischen-wirt-und-parasit
Entwicklung des Lautrepertoires einer babbelnden Fledermaus;Fledermäuse sind für ihre Fähigkeit bekannt, Beute mit Rufen orten zu können, weniger für komplexe Gesänge. Freilandbeobachtungen zeigen, wie Jungtiere Lautäußerungen erlernen.;Evolutionäre Diversitätsdynamik, Forschung, Säugetiere, Evolution;;https://www.museumfuernaturkunde.berlin/de/forschung/entwicklung-des-lautrepertoires-einer-babbelnden-fledermaus
Die Geschichte von “M” und “m”;Dicraeosaurier wurden vor über 100 Jahren entdeckt, doch sind viele Fragen um diese Dinosaurier offen. Forschende vom Museum für Naturkunde Berlin untersuchen den vollständigsten Skelettfund der Welt.;Evolutionäre Morphologie, Forschung, Morphologie, Evolution, Fossilien;Dr. Daniela Schwarz;https://www.museumfuernaturkunde.berlin/de/forschung/die-geschichte-von-m-und-m
Fossiliensuche im Atbara-Tal;Der Atbara-Fluss im östlichen Sudan hat eine Landschaft geschaffen, in der Fossiliensuche besonders ergiebig ist. Forschende vom Museum für Naturkunde Berlin entdecken hier auch Erzeugnisse früher Menschen.;Evolutionäre Morphologie, Forschung, Morphologie, Säugetiere, Evolution, Fossilien, Geowissenschaften;Faysal Bibi;https://www.museumfuernaturkunde.berlin/de/forschung/fossiliensuche-im-atbara-tal
Zu Fuß durch Pangäa;Tetrapoden waren die ersten Wirbeltiere, die sich den Lebensraum „Land“ erschlossen. Forscher am Museum für Naturkunde Berlin zeichnen ihre Wege nach.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Biodiversität, Evolution, Fossilien, Geowissenschaften;Prof. Dr. Jörg Fröbisch;https://www.museumfuernaturkunde.berlin/de/forschung/zu-fuss-durch-pangaea
Wie Synapsiden das Land eroberten;In den Bäumen, am Wasser oder unterirdisch – viele Lebensweisen heutiger Säugetiere wurden lange vor ihnen entwickelt als sich die ersten Wirbeltiere den Lebensraum Land erschlossen.;Evolutionäre Diversitätsdynamik, Forschung, Artensterben, Evolution, Fossilien;Prof. Dr. Jörg Fröbisch;https://www.museumfuernaturkunde.berlin/de/forschung/wie-synapsiden-das-land-eroberten
MEMIN-Teilprojekt: Projektil-Target-Interaktion, Schmelz- und Verdampfungsprozesse in Hochgeschwindigkeitsexperimenten und natürlichen Impaktiten;Im multidisziplinären Netzwerk MEMIN untersuchen Forschende an natürlichen Kratern, in experimentellen Laborstudien und in numerischen Simulationen was beim Einschlag kosmischer Körper auf der Erde passiert.;FB1 Dynamik der Natur, Sonnensystem, Impakte & Meteoriten, Forschung, Einschlag, Labore;Dr. Christopher Hamann, Prof. Dr. Lutz Hecht;https://www.museumfuernaturkunde.berlin/de/forschung/memin-teilprojekt-projektil-target-interaktion-schmelz-und-verdampfungsprozesse
MEMIN-Teilprojekt: Stoßwellenprozesse im Mikromaßstab in Sandstein;Einschlagskrater von kosmischen Körpern sind auf der Erde teils schwer von anderen Strukturen zu unterscheiden. Experimente zeigen, an welchen Spuren sie sicher erkannt werden können.;FB1 Dynamik der Natur, Sonnensystem, Impakte & Meteoriten, Forschung, Einschlag, Labore;Prof. Dr. Lutz Hecht, Prof. Dr. Kai Wünnemann;https://www.museumfuernaturkunde.berlin/de/forschung/memin-teilprojekt-stosswellenprozesse-im-mikromassstab-sandstein
MEMIN-Teilprojekt: Numerische Modellierung von Impaktprozessen;Krater zeugen von vergangenen Einschlägen kosmischer Körper auf der Erde. Wie sie sich bilden und was dabei passiert wird mit Computersimulationen, Trockensteckschaum und einer der größten Kanonen der Welt untersucht.;FB1 Dynamik der Natur, Sonnensystem, Impakte & Meteoriten, Forschung, Einschlag, Labore;Prof. Dr. Kai Wünnemann;https://www.museumfuernaturkunde.berlin/de/forschung/memin-teilprojekt-numerische-modellierung-von-impaktprozessen
Körpersprache unter Sauropoden;Seit einem Jahrhundert untersuchen Paläontologen die Sauropoden-Fossilien vom Tendaguru-Fundort im heutigen Tansania. Moderne Computertechniken liefern neue Einblicke in das Leben dieser Dinosaurier.;Evolutionäre Morphologie, Forschung, Sammlung, Digitalisierung, Evolution, Fossilien;;https://www.museumfuernaturkunde.berlin/de/forschung/koerpersprache-unter-sauropoden
Infrastruktur für Forschungsdaten;Ein Rundum-sorglos-Paket soll Forschenden das Datenmanagement erleichtern. In einem Verbundprojekt beschäftigt sich das Museum für Naturkunde Berlin mit Biodiversitätsdaten.;FB2 Zukunft der Sammlung, Forschungsinfrastruktur, Transfer, Datenbank, Wissenschaftsdatenmanagement, Digitalisierung, Kooperation;Dr. Jana Hoffmann, Dr. Mareike Petersen;https://www.museumfuernaturkunde.berlin/de/forschung/infrastruktur-fuer-forschungsdaten
Vermächtnisse von Stimmensammlern;Tausende Tonaufnahmen zeugen von der großen Leidenschaft zweier Tierstimmensammler. Am Museum für Naturkunde Berlin wurden ihre Aufnahmen zugänglich gemacht.;Evolutionäre Diversitätsdynamik, FB2 Zukunft der Sammlung, Forschungsinfrastruktur, Sammlung, Digitalisierung, Labore;Karl-Heinz Frommolt, Dr. Karl-Heinz Frommolt;https://www.museumfuernaturkunde.berlin/de/forschung/vermaechtnisse-von-stimmensammlern
Online-Dokumentation des Modellprojekts „Kunst/Natur“ (2014-18);Über vier Jahre hinweg eröffnete das gemeinsam mit der Kulturstiftung des Bundes durchgeführte  internationale Modellprojekt „Kunst/Natur. Künstlerische Interventionen im Museum für Naturkunde Berlin“ einen Experimentalraum für die Wechselwirkungen zwischen zeitgenössischer Kunst, Museumspraxis und;FB2 Zukunft der Sammlung, Transfer, Öffnung des Museums, Wissenstransfer;Anita Hermannstädter;https://www.museumfuernaturkunde.berlin/de/forschung/online-dokumentation-des-modellprojekts-kunst/natur-2014-18
Soziale Netzwerke von Vampirfledermäusen in Gefangenschaft und Wildnis;Vampirfledermäuse sind soziale Tiere. Forschende untersuchen, wie sich in menschlicher Haltung aufgebaute Bindungen in Freiheit entwickeln.;Evolutionäre Diversitätsdynamik, Forschung, Säugetiere, Artenschutz, Evolution;;https://www.museumfuernaturkunde.berlin/de/forschung/soziale-netzwerke-von-vampirfledermaeusen-gefangenschaft-und-wildnis
Berlin sammelt kosmischen Staub;Weitgehend unbemerkt geht ein beständiger Regen kosmischer Partikel auf Berlin nieder. Bürgerinnen und Bürger sollen das Museum für Naturkunde dabei unterstützen, den kosmischen Schatz zu bergen.;Sonnensystem, Impakte & Meteoriten, Forschung, Öffnung des Museums, Bürgerwissenschaften;Prof. Dr. Lutz Hecht;https://www.museumfuernaturkunde.berlin/de/wissenschaft/berlin-sammelt-kosmischen-staub
Platinsuche in Südafrika;Platingruppenmetalle sind gefragte Rohstoffe. Ein geometallurgisches Modell des wichtigsten Vorkommens weltweit soll helfen, sie ressourcenschonend zu fördern.;FB1 Dynamik der Natur, Sonnensystem, Impakte & Meteoriten, Forschung, Geowissenschaften;Prof. Dr. Lutz Hecht;https://www.museumfuernaturkunde.berlin/de/forschung/platinsuche-suedafrika
Sammlungspflege-Labore;Schuppen zählen und Zähne vermessen: In den Sammlungspflege-Laboren des Museums für Naturkunde Berlin nehmen Forschende Museumsobjekte unter die Lupe.;FB2 Zukunft der Sammlung, Forschungsinfrastruktur, Morphologie, Sammlungsmanagement, Sammlung, Labore;Edda Aßel, Kristine Kämpf, Frank Tillack;https://www.museumfuernaturkunde.berlin/de/forschung/sammlungspflege-labore
Evolutionäre Genetik, Morphologie und Entwicklungsbiologie von Armen und Beinen in Wirbeltieren;Das Projekt untersucht die genetische Grundlage der Arm- und Beinentwicklung in Wirbeltieren. Besonderes Augenmerk liegt auf morphologischen Eigenheiten, die mit ökologischer Spezialisierung einhergehen.;Evolutionäre Diversitätsdynamik, Evolutionäre Morphologie, Forschung, Morphologie, Evolution, Genetik;;https://www.museumfuernaturkunde.berlin/de/forschung/evolutionaere-genetik-morphologie-und-entwicklungsbiologie-von-armen-und-beinen
Nachbarschaftstest: Ackerbau und Naturschutz;Die konventionelle Landwirtschaft setzt Schädlingsbekämpfungsmittel ein, im ökologischen Landbau wird darauf weitgehend verzichtet. Forschende untersuchen, wie sich das auf die Artenvielfalt benachbarter Naturschutzgebiete auswirkt.;Evolutionäre Diversitätsdynamik, Forschung, Säugetiere, Artenschutz, Biodiversität, Kooperation;Dr. Karl-Heinz Frommolt, Sophie Ewert;https://www.museumfuernaturkunde.berlin/de/forschung/nachbarschaftstest-ackerbau-und-naturschutz
Molekulargenetische Labore;Wo Gene sprechen lernen: In den molekulargenetischen Laboren des Museums für Naturkunde untersuchen Forschende mit moderner Analysetechnik die genetischen Grundlagen des Lebens.;FB1 Dynamik der Natur, FB2 Zukunft der Sammlung, Forschungsinfrastruktur, Genomik, Amphibien, Säugetiere, Biodiversität, Genetik, Labore;Dr. Jörg Plötner, Robert Schreiber, Isabelle Waurick;https://www.museumfuernaturkunde.berlin/de/forschung/molekulargenetische-labore
Paläontologische Präparationslabore;Präparieren, konservieren und restaurieren: In den paläontologischen Präparationslaboren werden Fossilien für die Sammlung, Forschung und Ausstellungen des Museums für Naturkunde vorbereitet.;FB2 Zukunft der Sammlung, Ausstellung, Forschungsinfrastruktur, Morphologie, Sammlung, Biodiversität, Evolution, Labore;Markus Brinkmann, Marten Schöle, Dr. Daniela Schwarz;https://www.museumfuernaturkunde.berlin/de/forschung/palaeontologische-praeparationslabore
Isotopenlabor;Sie sind Atome eines Elements, verhalten sich chemisch fast identisch, aber haben unterschiedlich schwere Kerne: Isotope verraten Forschenden viel über das Material, in dem sie gefunden werden.;FB1 Dynamik der Natur, FB2 Zukunft der Sammlung, Forschungsinfrastruktur, Evolution, Fossilien, Geowissenschaften, Labore, Klimawandel;Prof. Dr. Ulrich Struck;https://www.museumfuernaturkunde.berlin/de/forschung/isotopenlabor
Integriertes Zoologisches Forschungslabor;Kurze Wege und durchdachte Ausstattung: Das Integrierte Zoologische Forschungslabor bietet ideale Bedingungen für Multimethodenansätze in der Forschung.;Zentrum für Integrative Biodiversitätsentdeckung, Evolutionäre Diversitätsdynamik, Evolutionäre Morphologie, Forschungsinfrastruktur, Genomik, Morphologie, Biodiversität, Evolution, Genetik, Labore;;https://www.museumfuernaturkunde.berlin/de/forschung/integriertes-zoologisches-forschungslabor
Hochleistungsrechner;Meteoriteneinschläge, die Entwicklung der Erde und Genomuntersuchungen: Der Hochleistungsrechner des Museums für Naturkunde Berlin verarbeitet große Datenmengen für komplexe Simulationen und Analysen.;Evolutionäre Diversitätsdynamik, Sonnensystem, Impakte & Meteoriten, Forschungsinfrastruktur, Artensterben, Biodiversität, Einschlag, Evolution, Labore;;https://www.museumfuernaturkunde.berlin/de/forschung/hochleistungsrechner
Bioakustisches Labor;Kommunikationssignale auf Magnetband und Fledermausrufe im Ultraschallbereich: Im bioakustischen Labor untersuchen Forschende des Museums für Naturkunde Berlin tierische Klangwelten.;FB2 Zukunft der Sammlung, Forschungsinfrastruktur, Sammlung, Biodiversität, Digitalisierung, Labore;Dr. Karl-Heinz Frommolt;https://www.museumfuernaturkunde.berlin/de/forschung/bioakustisches-labor
Mikro-CT-Labor;Die Evolution des Schlängelns, Säbelzahnfrösche und afrikanische Antilopen: Im Mikro-CT-Labor des Museums für Naturkunde Berlin werden Sammlungsobjekte räumlich erfasst.;FB1 Dynamik der Natur, FB2 Zukunft der Sammlung, Forschungsinfrastruktur, Morphologie, Digitalisierung, Fossilien, Labore;Kristin Mahlow, Prof. Dr. Johannes Müller;https://www.museumfuernaturkunde.berlin/de/forschung/mikro-ct-labor
Nützliche grüne Winzlinge;Kieselalgen sind heute weit verbreitet und ein wichtiger Bestandteil der Ökosphäre. Vor 60 Millionen Jahren hat ihre Ausbreitung begonnen.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Biodiversität, Fossilien, Klimawandel;Johan Renaudie;https://www.museumfuernaturkunde.berlin/de/forschung/nuetzliche-gruene-winzlinge
Biogeographie von Süßwassermollusken der Wallacea;Die Biogeographie von Süßwassermollusken der Wallacea ist stark von abiotischen Faktoren beinflusst. Die Kolonisierung der Inseln erfolgte durch aktive und passive Ausbreitung wie auch Vikarianz.;Evolutionäre Diversitätsdynamik, Forschung, Morphologie, Biodiversität, Evolution, Geowissenschaften;Dr. Thomas von Rintelen;https://www.museumfuernaturkunde.berlin/de/forschung/biogeographie-von-suesswassermollusken-der-wallacea
ABCD 3.0 - Weiterentwicklung eines Standards für Biodiversitätsdaten;Biodiversitätsdaten sind naturgemäß vielfältig. Eine Forschergruppe entwickelt ein einheitliches System weiter, das die Vielfalt technisch abbilden kann.;FB2 Zukunft der Sammlung, Forschungsinfrastruktur, Öffnung des Museums, Sammlungsmanagement, Datenbank, Wissenschaftsdatenmanagement, Sammlung, Biodiversität, Digitalisierung, Fossilien, Geowissenschaften, Kooperation;Dr. Mareike Petersen;https://www.museumfuernaturkunde.berlin/de/forschung/abcd-3.0-weiterentwicklung-eines-standards-fuer-biodiversitaetsdaten
DiSSCo: Eine Europäische Infrastruktur;Distributed System of Scientific Collections;FB2 Zukunft der Sammlung, Forschungsinfrastruktur, Öffnung des Museums, Sammlungsmanagement, Datenbank, Wissenschaftsdatenmanagement, Sammlung, Digitalisierung;Dr. Mareike Petersen;https://www.museumfuernaturkunde.berlin/de/forschung/dissco-eine-europaeische-infrastruktur
Auswirkungen von Meteoriteneinschlägen;Die Auswirkungen von Meteoriteneinschlägen werden im Ernstfall zügig benötigt. Simulationen sind jedoch zeitaufwändig. Mit Hilfe einer Datenbank sollen Vorhersagen in wenigen Minuten ermöglicht werden.;FB1 Dynamik der Natur, Sonnensystem, Impakte & Meteoriten, Forschung, Datenbank, Einschlag;Prof. Dr. Kai Wünnemann;https://www.museumfuernaturkunde.berlin/de/forschung/auswirkungen-von-meteoriteneinschlaegen
Funktionelle Schädelmorphologie von Walen;Eine Schädelasymmetrie ist bei ultraschallhörenden Zahnwalen bekannt und wurde mit der Aufspaltung des Nasenganges für Atmung und Stimmbildung in Verbindung gebracht.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Evolution, Fossilien;;https://www.museumfuernaturkunde.berlin/de/forschung/funktionelle-schaedelmorphologie-von-walen
Innenanatomie der Gehörknochen und die Evolution des niederfrequenten Hörens bei Bartenwalen;Niederfrequentes Hören sind mit einer längeren Cochlea und größere Schädelbreite verbunden. Sehr niederfrequentes Hören bei den Mysticeti erschien im mittleren Miozän, Infraschallhören entwickelt sich im späten Miozän.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Säugetiere, Evolution, Fossilien;;https://www.museumfuernaturkunde.berlin/de/forschung/innenanatomie-der-gehoerknochen-und-die-evolution-des-niederfrequenten-hoerens-bei
Geochemischer und mikroanalytischer Laborkomplex;Das Große im Kleinen: Die oft winzigen Spuren geologischer und kosmischer Prozesse in Gesteinen untersuchen Forschende im geochemischen und mikroanalytischen Laborkomplex.;Sonnensystem, Impakte & Meteoriten, Forschung, Forschungsinfrastruktur, Einschlag, Fossilien, Geowissenschaften, Labore;Kirsten Born, Dr. Ansgar Greshake, Prof. Dr. Lutz Hecht, Dr. Felix Kaufmann, Hans-Rudolf Knöfler, Kathrin Krahn;https://www.museumfuernaturkunde.berlin/de/forschung/geochemischer-und-mikroanalytischer-laborkomplex
Kooperationen;Forschungsmuseen wie das Museum für Naturkunde arbeiten nicht isoliert. Sie sind immer in große nationale und internationale Netzwerke eingebunden. Wissenschaftspolitische Netzwerke, sowie die Vernetzung mit anderen Museen fördern den Austausch und sind Motoren für innovative Forschung. Eine Übersicht über die Mitgliedschaften des Museums für Naturkunde finden Sie hier.;Kooperation;;https://www.museumfuernaturkunde.berlin/de/forschung/kooperationen
Winzige fossile Thermometer;Kleine Muschelkrebse (Ostrakoden) geben Hinweise auf die globale Erwärmung vor 252 Millionen Jahren. Forschende untersuchen, wie dieser Klimawandel mit dem damaligen Massenaussterben zusammenhängt.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Artensterben, Fossilien, Geowissenschaften, Klimawandel;Dr. Dieter Korn;https://www.museumfuernaturkunde.berlin/de/forschung/winzige-fossile-thermometer
Update für den Neptun-Sandkasten;Bohrkerne aus der Tiefsee zeugen von rund 100 Millionen Jahren Evolutions- und Klimageschichte der Erde. Forschende am Museum für Naturkunde Berlin machen die gewonnenen Daten nutzbar.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Forschungsinfrastruktur, Datenbank, Fossilien, Geowissenschaften;Dr. David Lazarus;https://www.museumfuernaturkunde.berlin/de/forschung/update-fuer-den-neptun-sandkasten
Große Pflanzenfresser im „Morphospace“;In der Erdneuzeit entstanden zahlreiche neue Arten und viele starben wieder aus. Forschende vom Museum für Naturkunde Berlin untersuchen, welche Faktoren dabei auf pflanzenfressende Säugetiere wirkten.;Evolutionäre Morphologie, Forschung, Datenbank, Säugetiere, Artensterben, Biodiversität, Evolution;Prof. Dr. Johannes Müller;https://www.museumfuernaturkunde.berlin/de/forschung/grosse-pflanzenfresser-im-morphospace
Marder in Bewegung;Marder schwimmen, graben und klettern. Forschende untersuchen, wie sich ihre Muskeln und Knochen für verschiedene Fortbewegungsarten entwickelten.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Säugetiere, Evolution, Genetik, Labore;;https://www.museumfuernaturkunde.berlin/de/forschung/marder-bewegung
Mit Plankton die Zukunft vorhersagen;Forschende untersuchen den Zusammenhang zwischen Polarmeeren im Paläogen, der Entwicklung von Plankton und dem zukünftigen Klimawandel.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Biodiversität, Evolution, Fossilien, Geowissenschaften, Klimawandel;Dr.;https://www.museumfuernaturkunde.berlin/de/forschung/mit-plankton-die-zukunft-vorhersagen
Köcherfliegenjagd in den Anden;Der Páramo in den Höhenlagen der südamerikanischen Anden ist ein einzigartiges Ökosystem. Ein kolumbianisch-deutsches Team spürt dort bislang unbekannte Insektenarten auf.;Zentrum für Integrative Biodiversitätsentdeckung, Forschung, Artenschutz, Sammlung, Biodiversität;Dr. Wolfram Mey;https://www.museumfuernaturkunde.berlin/de/forschung/koecherfliegenjagd-den-anden
Architectural Legacy. The Visual Representation of Natural History;In this workshop we will examine how the architecture and aesthetics of the major natural history museums in Europe express distinct conceptions of science from within their national traditions and reflect on the meanings embodied in their plans, design and decoration.;FB2 Zukunft der Sammlung, Forschung, Transfer, Öffnung des Museums, Wissenstransfer, Wissenschaftskommunikation, Gesellschaft, Kulturerbe;Anita Hermannstädter;https://www.museumfuernaturkunde.berlin/de/forschung/architectural-legacy.-visual-representation-natural-history
Afrikanische Antilopen im Eiszeitalter;Klimaänderungen im Eiszeitalter müssen die Verbreitung von Antilopenarten in Afrika beeinflusst haben. Im Falle des südafrikanischen Blaubocks könnten andere Faktoren zum Aussterben geführt haben.;Evolutionäre Morphologie, Forschung, Säugetiere, Sammlung, Evolution, Genetik;Faysal Bibi;https://www.museumfuernaturkunde.berlin/de/forschung/afrikanische-antilopen-im-eiszeitalter
NEW MEMES;Was bedeutet es für unser Menschenbild, wenn Menschen genetisch verändert werden können? Das Projekt NEW MEMEs exploriert neue Partizipationsformate zur Urteilsbildung über die keimbahnverändernde Genomeditierung.;FB3 Gesellschaft und Natur, Social Innovation Unit, Forschung, Transfer, Genomik, Politik, Wissenstransfer, Wissenschaftskommunikation, Gesellschaft, Genetik;Julia Diekämper;https://www.museumfuernaturkunde.berlin/de/forschung/new-memes
Hand aufs Erz;Geowissenschaften kommen in der Schule bisweilen zu kurz. Mineralogische Lehrkoffer mit buntem Anschauungsmaterial bringen die Themen aufs Pult.;FB3 Gesellschaft und Natur, Social Innovation Unit, Transfer, Wissenstransfer, Gesellschaft, Geowissenschaften;Prof. Dr. Lutz Hecht;https://www.museumfuernaturkunde.berlin/de/forschung/hand-aufs-erz
Naturkunde für Einsteiger;Gemeinsam mit Bildungseinrichtungen aus dem benachbarten Stadtteil Wedding begleitet das Museum für Naturkunde Berlin Kinder und ihre Familien bei ersten Museumserlebnissen und Naturerfahrungen.;FB3 Gesellschaft und Natur, Social Innovation Unit, Transfer, Öffnung des Museums, Wissenstransfer, Wissenschaftskommunikation, Artenschutz, Biodiversität, Gesellschaft;Astrid Faber;https://www.museumfuernaturkunde.berlin/de/forschung/naturkunde-fuer-einsteiger
Kunst/Natur: Künstlerische Interventionen im Museum für Naturkunde Berlin;Kunst und Naturkunde sind seit jeher miteinander verwoben. Ein gemeinsames Modellprojekt der Kulturstiftung des Bundes und des Museums für Naturkunde Berlin schafft zeitgenössische Berührungspunkte.;FB2 Zukunft der Sammlung, Forschung, Transfer, Öffnung des Museums, Wissenstransfer, Gesellschaft, Kulturerbe;Anita Hermannstädter;https://www.museumfuernaturkunde.berlin/de/forschung/kunst/natur-kuenstlerische-interventionen-im-museum-fuer-naturkunde-berlin
Supermarkt ErbundGut - ein Forschungsprojekt;"+++ Der Supermarkt wurde am 15.05.2019 abgebaut +++
ErbUndGut - Der Supermarkt im Museum für Naturkunde";FB3 Gesellschaft und Natur, Social Innovation Unit, Transfer, Öffnung des Museums, Politik, Wissenstransfer, Wissenschaftskommunikation, Gesellschaft;Julia Diekämper, Dr. Alexandra Moormann;https://www.museumfuernaturkunde.berlin/de/forschung/supermarkt-erbundgut-ein-forschungsprojekt
Wissen „to go“;Forschende sind gefordert, ihr Wissen der Gesellschaft zugänglich zu machen. Das Museum für Naturkunde Berlin kann auf eine lange Tradition zurückblicken, geht das Thema „Wissenstransfer“ jetzt aber neu an.;FB3 Gesellschaft und Natur, Social Innovation Unit, Forschung, Transfer, Öffnung des Museums, Wissenstransfer, Wissenschaftskommunikation;;https://www.museumfuernaturkunde.berlin/de/forschung/wissen-go
Meeresfrüchte in der Wüste Utahs;Vor rund 470 Millionen Jahren begann eine Phase reger Artenbildung im Meer. Richard Hofmann untersucht, ob die Artenvielfalt wegen Konkurrenz gewachsen ist.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Biodiversität, Evolution, Fossilien, Geowissenschaften;;https://www.museumfuernaturkunde.berlin/de/forschung/meeresfruechte-der-wueste-utahs
Vom Magmaball zum blauen Planeten;Einschläge von Körpern aus dem Sonnensystem haben die junge Erde wahrscheinlich vollständig aufgeschmolzen. Forschende untersuchen, wie aus dieser hitzigen Phase ein bewohnbarer Planet hervorging.;FB1 Dynamik der Natur, Sonnensystem, Impakte & Meteoriten, Forschung, Einschlag, Geowissenschaften;Prof. Dr. Kai Wünnemann;https://www.museumfuernaturkunde.berlin/de/forschung/vom-magmaball-zum-blauen-planeten
Die Lifestyles der Säugetiere;Säugetiere haben sich das Land, die Luft und das Wasser erschlossen. Nicht alle evolutionären Anpassungen sind so deutlich erkennbar wie Beine, Flügel und Flossen.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Datenbank, Säugetiere, Biodiversität, Evolution;;https://www.museumfuernaturkunde.berlin/de/forschung/die-lifestyles-der-saeugetiere
Darwinfinken 2.0;Computermodelle zeigen, wie sich Arten in isolierten Lebensräumen herausbilden und wie viele Jahrtausende Evolutionsgeschichte verloren gehen können, wenn der Mensch hinzukommt.;Evolutionäre Diversitätsdynamik, Forschung, Artenschutz, Biodiversität, Evolution;;https://www.museumfuernaturkunde.berlin/de/forschung/darwinfinken-2.0
Das Fenster zur Natur und Kunst;Die in der Brandenburgisch-Preußischen Kunstkammer gesammelten Naturalien, Kunstgegenstände und wissenschaftlichen Instrumente gehören heute zu den ältesten in den Berliner Museen überlieferten Objekten.;FB2 Zukunft der Sammlung;Dr. Sarah Wagner, Anita Hermannstädter, Prof. Johannes Vogel, Ph.D.;https://www.museumfuernaturkunde.berlin/de/forschung/das-fenster-zur-natur-und-kunst
Armfüßer erblicken das Licht der Welt;Larven einiger Arten der Armfüßer genannten Brachiopoden haben auffällige Pigmentflecken. Forschende vom Museum für Naturkunde Berlin haben aufgeklärt, wozu sie dienen.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Evolution, Genetik, Labore;;https://www.museumfuernaturkunde.berlin/de/forschung/armfuesser-erblicken-das-licht-der-welt
Von Schwein zu Schwein;Hausschweinrassen wurden aus Wildschweinen gezüchtet. Wie sie in den vergangenen 100 Jahren genetisch und körperlich verändert wurden, untersuchen Forschende auch als eine Frage des Zeitgeschmacks.;Evolutionäre Diversitätsdynamik, Forschung, Genomik, Morphologie, Säugetiere, Sammlung, Gesellschaft, Evolution;PD Dr. Frieder Mayer;https://www.museumfuernaturkunde.berlin/de/forschung/von-schwein-zu-schwein
Meinungsboxen;Zwischen September 2017 und Mai 2018 fanden die Besucher in den Dauerausstellungen vor verschiedenen Objekten Kisten, in denen sie nach ihrer Meinung zu ethischen Fragen gefragt wurden.Die Meinungsboxen sind temporäre Ausstellungselemente im Museum für Naturkunde Berlin und wurden im Rahmen des Drittmittelprojektes Besucherbeteiligung im Rahmen eines Co-Design-Prozesses konzipiert. Die Konstruktion und Entwicklung (Herstellung der Boxen, Programmierung, Einstecken und Kartenausgabemodul) wurde in Zusammenarbeit mit dem Interaktionsdesigner Michael Jurisch durchgeführt.;Ausstellung, Transfer, Öffnung des Museums, Wissenstransfer, Wissenschaftskommunikation, Gesellschaft;;https://www.museumfuernaturkunde.berlin/de/forschung/meinungsboxen
Wespe nach Zauberstab aus Harry Potter benannt;Im Januar haben wir unseren Besuchern diese noch ungenannte neue Wespenart der Gattung Dolichurus vorgestellt. Sie lebt in Papua-Neuguinea und gehört zur Familie der Kakerlakenwespen. Zahlreiche Namensvorschläge haben uns erreicht - von Besuchern der Ausstellungen, aber auch per E-Mail - und wir haben die 10 besten Namen mit einer Jury ausgewählt. In einer zweiten Runde wählten unsere Besucher den beliebtesten Namen in den Ausstellungen: elderus, benannt nach dem Ältesten Stab aus den Harry-Potter-Büchern.;FB3 Gesellschaft und Natur, Transfer, Öffnung des Museums, Wissenstransfer, Biodiversität, Gesellschaft;;https://www.museumfuernaturkunde.berlin/de/forschung/wespe-nach-zauberstab-aus-harry-potter-benannt
BATS;Betriebs-Adaptive Tracking-Sensorsysteme;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Säugetiere, Evolution;PD Dr. Frieder Mayer;https://www.museumfuernaturkunde.berlin/de/forschung/bats
Seminar for Impact- and Meteorite Research;"Sommer-Semester 2021
All digital seminars are held as a Zoom meeting on thursday at 11:00 am, s.t.
Zoom-Link
Meeting-ID: 930 9541 2221
Kenncode: 099199
 
15.04.21 <no seminar>
22.04.21, Pim Kaskes, Vrije Universiteit Brussel
""Mode of emplacement of the Chicxulub impact breccia: new insights from the IODP-ICDP Expedition 364 drilling""";Sonnensystem, Impakte & Meteoriten;Prof. Dr. Kai Wünnemann, Prof. Dr. Thomas Kruijer, Prof. Dr. Lutz Hecht;https://www.museumfuernaturkunde.berlin/de/forschung/seminar-impact-and-meteorite-research
