Title;Excerpt;Tags;Team;Project-URL
Seafood in the Utah desert;Species diversity of marine ecosystems increased dramatically around 470 Million years ago. Richard Hofmann investigates whether competition was a driver of this development.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Biodiversity, Evolution, Fossils, Earth Sciences;;https://www.museumfuernaturkunde.berlin/en/research/seafood-utah-desert
From a Ball of Magma to the Blue Planet;Impacts of cosmic bodies probably melted the young Earth completely. Researchers are investigating how a habitable planet has evolved from this hot phase.;SP1 Dynamics of Nature, Solar System, Impacts & Meteorites, Research, Impact, Earth Sciences;Prof. Dr. Kai Wünnemann;https://www.museumfuernaturkunde.berlin/en/research/a-ball-magma-blue-planet
Lifestyles of mammals;Mammals have adapted to occupy various environments, including the land, the air and the water. But not all evolutionary adaptations are as clearly recognizable as legs, wings or flippers.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Database, Mammals, Biodiversity, Evolution;;https://www.museumfuernaturkunde.berlin/en/research/lifestyles-mammals
Darwin Finches 2.0;Computer models show how species evolve in isolated habitats and how many thousands of years of evolutionary history can be lost if humans arrive.;Evolutionary Diversity Dynamics, Research, Protection of Species, Biodiversity, Evolution;;https://www.museumfuernaturkunde.berlin/en/research/darwin-finches-2.0
A Window on Nature and Art;The natural and man-made objects collected in the Brandenburg-Prussian Kunstkammer are among the oldest surviving items of Berlin’s current museum collections.;SP2 Collection Future;Anita Hermannstädter, Prof. Johannes Vogel, Ph.D.;https://www.museumfuernaturkunde.berlin/en/research/a-window-nature-and-art
Brachiopods can see the light;Already in the 19th century, zoologists noticed up to 16 pigment spots in the front part of certain brachiopod larvae. Since these larvae react to light their pigment spots were assumed to represent eye-like photoreceptors.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Evolution, Genetics, Laboratories;;https://www.museumfuernaturkunde.berlin/en/research/brachiopods-can-see-light
From pig to pig;Domestic pigs were bred from wild boars. Researchers are investigating how they have been genetically and physically altered over the past 100 years, including aspects of contemporary taste.;Evolutionary Diversity Dynamics, Research, Genomics, Morphology, Mammals, Collection, Society, Evolution;PD Dr. Frieder Mayer;https://www.museumfuernaturkunde.berlin/en/research/pig-pig
Opinion Boxes;"Between September 2017 and May 2018, visitors found boxes in front of various objects in the permanent exhibitions, asking for their opinions on ethical issues.
The opinion boxes are temporary exhibition elements in the Museum für Naturkunde Berlin and were conceived as part of a co-design process as part of the third-party funding project Visitor Participation. The construction and development (production of the boxes, programming, insertion and card output module) was carried out in cooperation with the interaction designer Michael Jurisch.";Exhibition, Transfer, Open Museum, Knowledge Transfer, Science Communication, Society;;https://www.museumfuernaturkunde.berlin/en/research/opinion-boxes
Wasp named after magical wand from Harry Potter;In January we presented this new wasp species of the genus Dolichurus to our visitors. It lives in Papua New Guinea and belongs to the family of cockroach wasps. We received numerous name suggestions - from visitors to the exhibitions, but also by e-mail - and selected the 10 most suitable names with a jury. In a second round, our visitors chose the most popular name in the exhibitions: elderus, named after the Elder Wand from the Harry Potter books.;SP3 Society and Nature, Transfer, Open Museum, Knowledge Transfer, Biodiversity, Society;;https://www.museumfuernaturkunde.berlin/en/research/wasp-named-after-magical-wand-harry-potter
Fossil echinoderms;The fossil echinoderm collection comprises 36,000 specimens;SP2 Collection Future, Collection, Evolution, Fossils;Dr. David Ware, Andreas Abele-Rassuly, Dr. Christian Neumann;https://www.museumfuernaturkunde.berlin/en/research/fossil-echinoderms
Fossil bivalves, snails, brachiopods, and sponges;The extensive collection of fossil bivalves, snails, brachiopods and sponges comprises over 340,000 specimens;SP2 Collection Future, Collection, Digitalization, Fossils;Dr. David Ware, Andreas Abele-Rassuly, PD Dr. Martin Aberhan, Sylvia Dietze;https://www.museumfuernaturkunde.berlin/en/research/fossil-bivalves-snails-brachiopods-and-sponges
Fossil arthropods and the amber collection;More than 90,000 specimens make up the systematic collection of fossil arthropods and the adjoined amber collection of the Museum für Naturkunde;SP2 Collection Future, Collection, Evolution, Fossils;Dr. David Ware, Andreas Abele-Rassuly, Emily Eybing, Simon Beurel, Dr. Christian Neumann, Dr. Eva-Maria Sadowski;https://www.museumfuernaturkunde.berlin/en/research/fossil-arthropods-and-amber-collection
Deep time evolution and development of the tetrapod body bauplan;The Integration of paleontological and developmental approaches allows for a study of the interplay of ontogeny and macroevolutionary processes over geologic times scales and tehreby offers new insights and perspectives.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Amphibians, Evolution, Fossils;Vivien Bothe, Prof. Nadia Fröbisch, Ph.D., Christian Mitgutsch, PD Dr. Florian Witzmann;https://www.museumfuernaturkunde.berlin/en/research/deep-time-evolution-and-development-tetrapod-body-bauplan
Animals as Objects;“Animals as Objects. Zoological Gardens and Natural History Museum Berlin, 1810 to 2020” is a cooperative research project funded by the German Federal Ministry of Education and Research between the Museum für Naturkunde Berlin, the Humboldt-University of Berlin and the Berlin Zoo plc.;SP2 Collection Future, Research, Transfer, Open Museum, Mammals, Knowledge Transfer, Science Communication, Society, Cultural Heritage;Dr. Ina Heumann;https://www.museumfuernaturkunde.berlin/en/research/animals-objects
Climbing, Digging, and Swimming Limbs: A Story of Evolving Bone and Muscle;My research uses the mustelids - badgers, martens, otters, and weasels – to under the evolution of adaptations for different locomotor habits.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Mammals, Evolution;;https://www.museumfuernaturkunde.berlin/en/research/climbing-digging-and-swimming-limbs-a-story-evolving-bone-and-muscle
Deep Impact - Assessing the societal impact of the MfN;Knowledge transfer has always been a core competence of museums. Current research at the Museum für Naturkunde Berlin explores ways to make it even more effective.;SP3 Society and Nature, Social Innovation Unit, Research, Transfer, Open Museum, Knowledge Transfer, Society;Julia Kirsch-Bauer;https://www.museumfuernaturkunde.berlin/en/research/deep-impact-assessing-societal-impact-mfn
The role of muscles in the evolutionary transformation of limbs and body axis: a case study on Australian lizards;Different reduction types of the lizard genus Lerista are analysed using soft tissue staining (dice-CT) and µ-CT scans. Investigations are focussed on the muscles of the pectoral- and pelvic region.;Evolutionary Morphology, Research, Morphology, Evolution;Prof. Dr. Johannes Müller;https://www.museumfuernaturkunde.berlin/en/research/role-muscles-evolutionary-transformation-limbs-and-body-axis-a-case-study-australian
Hearing in Penguins;In a co-operative project with the Deutsches Meeresmuseum Stralsund, we study the hearing of penguins. The MfN is responsible for establishing a database containing audiograms, managing the data, as well as providing environmental education and multimedia material to support the project.;SP2 Collection Future, Research, Morphology, Protection of Species, Evolution;Cora Albrecht;https://www.museumfuernaturkunde.berlin/en/research/hearing-penguins
Reference library for bat calls;Bats are usually detected via their echolocation sounds. In our project, we establish a freely accessible library of calls of European bats to support acoustic species identification and the development of pattern recognition algorithms.;Evolutionary Diversity Dynamics, SP2 Collection Future, Research, Research Infrastructure, Open Museum, Database, Mammals, Research Data Management, Protection of Species, Collection, Open Science, Digitalization;Dr. Karl-Heinz Frommolt;https://www.museumfuernaturkunde.berlin/en/research/reference-library-bat-calls
Developing the animal sound archive as a digital research collection;The animal sound archive at the MfN is a unique resource of acoustic records that is now digitally converted to become an effective tool for biodiversity research.;Evolutionary Diversity Dynamics, SP2 Collection Future, Research, Research Infrastructure, Open Museum, Collections Management, Database, Research Data Management, Collection, Digitalization;Dr. Karl-Heinz Frommolt, Andreas Gnensch;https://www.museumfuernaturkunde.berlin/en/research/developing-animal-sound-archive-a-digital-research-collection
Automated acoustic detection und acoustic pattern recognition;Bioacoustic methods are well suited to record the occurrence, distribution and behavioural patterns in individual animals or populations, thus making a synchronised and continuous record of aspects of biodiversity dynamics over long periods of time, using standardised methods.;Evolutionary Diversity Dynamics, Research, Research Data Management, Protection of Species, Biodiversity;Dr. Karl-Heinz Frommolt, Mario Lasseck;https://www.museumfuernaturkunde.berlin/en/research/automated-acoustic-detection-und-acoustic-pattern-recognition
Improving use of morphological data to infer phylogenies for fossils;To make the family tree of modern taxa we can use DNA, but for fossils we must use morphology. This is often inaccurate due to convergence and methodology – this project plans to change this.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Evolution, Fossils;Prof. Dr. Johannes Müller;https://www.museumfuernaturkunde.berlin/en/research/improving-use-morphological-data-infer-phylogenies-fossils
ECOPOTENTIAL: improving future ecosystem benefits through earth observations;ECOPOTENTIAL focuses  on a targeted set of internationally recognised Protected Areas, blending Earth Observations from remote sensing and field measurements, data analysis and modelling of current and future ecosystem conditions and services;SP2 Collection Future, Research, Research Infrastructure, Database, Research Data Management, Biodiversity;Dr. Christoph Häuser;https://www.museumfuernaturkunde.berlin/en/research/ecopotential-improving-future-ecosystem-benefits-through-earth-observations
Oceans in temperature-related stress;Temperature-related stresses can degrade marine ecosystems and drive species to extinction. Researchers at the Museum für Naturkunde Berlin are testing if there are early responses before extinctions occur.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Morphology, Extinction of Species, Evolution, Fossils;;https://www.museumfuernaturkunde.berlin/en/research/oceans-temperature-related-stress
Avoiding negative effects of Mining in a biodiversity hotspot;The main goal of these projects is to give the scientific basis for a potent management plan, to protect a biodiversity hotspot, focussing on the highest known amphibian diversity in West Africa.;Evolutionary Diversity Dynamics, Research, Amphibians, Protection of Species, Biodiversity;PD Dr. Mark-Oliver Rödel, Marvin Schäfer;https://www.museumfuernaturkunde.berlin/en/research/avoiding-negative-effects-mining-a-biodiversity-hotspot
Comparative anatomy of newborn mammals;Comparison of reproductive strategies of mammals: The focus of this study is on the developmental degree of hatchling/neonates of Monotremata, Marsupialia and Plazentalia with regard to ecological adaptability and evolution.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Mammals, Genetics;Dr. Kirsten Ferner;https://www.museumfuernaturkunde.berlin/en/research/comparative-anatomy-newborn-mammals
The nightingale project: A citizen science project on the natural and cultural history of nightingales;For the ‚nightingale project‘, citizen scientists we will be recording nightingale songs with the Naturblick-App, and scientists and citizens will analyze these in regard to dialects and habitat preferences.;SP3 Society and Nature, Social Innovation Unit, Research, Transfer, Open Museum, Database, Knowledge Transfer, Science Communication, Protection of Species, Citizen Science, Open Science, Society;;https://www.museumfuernaturkunde.berlin/en/science/nightingale-research-case-citizen-science-project-natural-and-cultural-history-nightingales
Mercator Projekt - Open Science;"Exploring Citizen Science for the development of Open Science in Europe
Under the slogan ""open innovation, open science, open to the world"", the European Commission promotes innovation in Europe and aims at changing the science system fundamentally. The stakeholder-driven European Open Science Policy Platform (OSPP) advises the European Commission on this issue. Citizen science and participatory approaches are seen as a core element of Open Science, helping to bring science effectively into society.";SP3 Society and Nature, Social Innovation Unit, Research, Transfer, Open Museum, Politics, Knowledge Transfer, Science Communication, Citizen Science, Open Science, Society;;https://www.museumfuernaturkunde.berlin/en/research/mercator-projekt-open-science
Micropaleontology Collections;Two unique collections supporting research are managed by the MfN: the Ehrenberg Collection, and the modern Radiolarian Collections, which are part of the Micropaleontologic Reference Center collection network.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, SP2 Collection Future, Research, Science Communication, Collection, Biodiversity, Fossils;;https://www.museumfuernaturkunde.berlin/en/research/micropaleontology-collections
Radiolarian taxonomy;New species descriptions and cooperatively building online international community taxonomic catalogs are essential foundations for our other research;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Science Communication, Collection, Biodiversity, Fossils;Dr. David Lazarus, Johan Renaudie;https://www.museumfuernaturkunde.berlin/en/research/radiolarian-taxonomy
Plankton evolution and geochemical cycles;We study how plankton evolution is  influenced by climate change over geologic time, but also partially controls climate via linked geochemical cycles, e.g. carbon and nutrient elements.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Evolution, Earth Sciences, Climate Change;Dr. David Lazarus, Johan Renaudie;https://www.museumfuernaturkunde.berlin/en/research/plankton-evolution-and-geochemical-cycles
Radiolarian biodiversity dynamics;We are comparing the  history of  Neogene radiolarian faunas from contrasting environments  in different latitudes to understand what controls plankton biodiversity.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Biodiversity, Evolution, Fossils;Dr. David Lazarus, Johan Renaudie;https://www.museumfuernaturkunde.berlin/en/research/radiolarian-biodiversity-dynamics
NSB Database;The NSB fossil marine plankton database, initiated and led by MfN scientists, supports international research on plankton taxonomy, paleobiology and paleoceanography.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Database, Fossils, Earth Sciences, Cooperation;Dr. David Lazarus, Johan Renaudie;https://www.museumfuernaturkunde.berlin/en/research/nsb-database
Trait changes in selected arthropod species along spatio-temporal gradients from natural to urban/agricultural landscapes;The effects of rising urbanisation on persisting insect species in the area of Berlin-Brandenburg along spatio-temporal gradients will be examined (Morphology, Isotopes).;Evolutionary Diversity Dynamics, Research, Morphology, Protection of Species, Biodiversity;Dr. Johannes Frisch, Prof. Dr. Johannes Müller;https://www.museumfuernaturkunde.berlin/en/research/trait-changes-selected-arthropod-species-along-spatio-temporal-gradients-natural-urban
Herpetofauna community responses to logging in Bornean production forests;Assessing variation in reptile and amphibian community structure, abundance and recovery under varying logging regimes in Borneo.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Amphibians, Protection of Species, Biodiversity;PD Dr. Mark-Oliver Rödel;https://www.museumfuernaturkunde.berlin/en/research/herpetofauna-community-responses-logging-bornean-production-forests
The Evolution of regenerative capacities in tetrapod limbs: A deep time perspective combining extant and fossil data;Research of regeneration capacities of tetrapods with regard to ecology, ontogeny and life-histories strategies using morphology, histology, 3D reconstructions and computer microtomography.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Amphibians, Evolution;Vivien Bothe;https://www.museumfuernaturkunde.berlin/en/research/evolution-regenerative-capacities-tetrapod-limbs-a-deep-time-perspective-combining-extant
Insights into salamander limb development;Salamanders are the only known tetrapods that form their limbs in a non-conserved manner due to their reversed polarity. I am interested in understanding how this formation pattern occurs.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Amphibians, Evolution;Gabriela Lima;https://www.museumfuernaturkunde.berlin/en/research/insights-salamander-limb-development
The evolution of mammalian natal dispersal patterns;Natal dispersal is found among virtually all animals affecting demography, genetic structures and the evolution of social behaviour. As a key life history trait, natal dispersal patterns have been studied for over 40 years but their evolution is still subject to much debate.;Evolutionary Diversity Dynamics, Research, Mammals, Evolution;Martina Nagy;https://www.museumfuernaturkunde.berlin/en/research/evolution-mammalian-natal-dispersal-patterns
Understanding the role of environmental tolerances of species in macroevolution;Investigating the effects of mass extinctions and standing biodiversity on the niche breadth of species;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Database, Extinction of Species, Biodiversity, Evolution, Fossils;PD Dr. Martin Aberhan;https://www.museumfuernaturkunde.berlin/en/research/understanding-role-environmental-tolerances-species-macroevolution
Scallops versus oysters: The effects of physiological traits on the evolutionary success of two bivalve clades;Differences in physiological properties of faunal groups may result in different evolutionary histories. We test this hypothesis with two well-studied groups of bivalves;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Extinction of Species, Biodiversity, Evolution;PD Dr. Martin Aberhan;https://www.museumfuernaturkunde.berlin/en/research/scallops-versus-oysters-effects-physiological-traits-evolutionary-success-two-bivalve
Environmental changes during the end - Triassic mass extinction;Refining the stratigraphic framework of the Triassic–Jurassic transition and linking biotic and environmental change;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Extinction of Species, Fossils, Earth Sciences;PD Dr. Martin Aberhan;https://www.museumfuernaturkunde.berlin/en/research/environmental-changes-during-end-triassic-mass-extinction
Extinction selectivity during the latest Permian mass extinction;Investigating if ocean acidification had a major role in the extinctions in the oceans;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Extinction of Species, Fossils, Earth Sciences;PD Dr. Martin Aberhan;https://www.museumfuernaturkunde.berlin/en/research/extinction-selectivity-during-latest-permian-mass-extinction
Anatomy, ecology and ontogeny of Mesosaurs using 3D-Imaging Technologies;My PhD project is to investigate different aspects of the anatomy and ecology of mesosaurs, using 3D imaging to understand their ecology and history, and to resolve the phylogeny of early amniotes.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Morphology, Fossils, Laboratories;Prof. Dr. Jörg Fröbisch;https://www.museumfuernaturkunde.berlin/en/research/anatomy-ecology-and-ontogeny-mesosaurs-using-3d-imaging-technologies
Developmental origin of tetrapod vertebral centra and the phylogenetic relationships of basal tetrapods and lissamphibians;Study of the histology, morphology and ontogeny of vertebrae of Paleozoic and Mesozoic basal tetrapods, tetrapodomorph fishes and extant lissamphibians.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Evolution, Fossils;PD Dr. Florian Witzmann;https://www.museumfuernaturkunde.berlin/en/research/developmental-origin-tetrapod-vertebral-centra-and-phylogenetic-relationships-basal
Biogeography and systematics of reptiles and amphibians and evolution of ecophysiological adaptations to climate in lacertid lizards;The research focuses on the evolution of ecophysiological adaptations to climate in lizards as well as in other reptiles and amphibians. These two ectothermic animal groups are threatened by global changes, but the complex interactions of many factors are still poorly understood.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Genomics, Amphibians, Evolution, Genetics, Climate Change;Prof. Dr. Johannes Müller, PD Dr. Mark-Oliver Rödel;https://www.museumfuernaturkunde.berlin/en/research/biogeography-and-systematics-reptiles-and-amphibians-and-evolution-ecophysiological
Paleobiology, Evolution and Biodiversity of Paleozoic and Mesozoic Tetrapods;The combination of paleontological fieldwork with modern 3D-imaging technologies and quantitative approaches sheds new light on the early patterns of diversification of major vertebrate clades.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Biodiversity, Evolution, Fossils, Earth Sciences;Eva-Maria Bendel, Prof. Dr. Jörg Fröbisch;https://www.museumfuernaturkunde.berlin/en/research/paleobiology-evolution-and-biodiversity-paleozoic-and-mesozoic-tetrapods
Diversity partioning during the Ordovician biodiversification;The Ordovician witnessed a tremendous increase of marine biodiversity. Is this crucial phase of Earth's history based on ecological interactions or abiotic environmental factors?;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Biodiversity, Evolution, Fossils, Earth Sciences;;https://www.museumfuernaturkunde.berlin/en/research/diversity-partioning-during-ordovician-biodiversification
Palaeopathology of fossil vertebrates;The project deals with the origin and evolution of diseases in fossil vertebrates.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Evolution, Fossils;PD Dr. Florian Witzmann;https://www.museumfuernaturkunde.berlin/en/research/palaeopathology-fossil-vertebrates
Late Accretion onto Terrestrial Planets;Impact and collision processes have shaped the evolution of the Earth-Moon system and the terrestrial planets significantly and have been key for the formation of habitable conditions on Earth.;SP1 Dynamics of Nature, Solar System, Impacts & Meteorites, Research, Impact, Earth Sciences;Prof. Dr. Kai Wünnemann;https://www.museumfuernaturkunde.berlin/en/research/late-accretion-terrestrial-planets
Physiology and mode of life of early tetrapods;This permanent research field studies physiological aspects like breathing and feeding during the fish-to-tetrapod transition and the subsequent conquest of land by vertebrates;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Evolution, Fossils;PD Dr. Florian Witzmann;https://www.museumfuernaturkunde.berlin/en/research/physiology-and-mode-life-early-tetrapods
Bone cells on the track;The evolutionary history of bone cells will shed light on the development of bone metabolism throughout vertebrate history and especially against the background of major evolutionary transitions.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Biodiversity, Evolution, Fossils;PD Dr. Florian Witzmann;https://www.museumfuernaturkunde.berlin/en/research/bone-cells-track
In search of the origins of diversity;The project looks at the involution of characteristics on a mammalian skull during individual development.;Evolutionary Morphology, SP2 Collection Future, Research, Morphology, Mammals, Biodiversity, Digitalization, Evolution;Dr. Peter Giere, Ulla Lächele;https://www.museumfuernaturkunde.berlin/en/research/search-origins-diversity
Real Power – Wasps and the muscles;Apoidea and Vespoidea (aculeate hymenoptera) have a strongly distinct musculature. Using microCT scans and 3D segmentations with “Amira” the muscles are visualised and analysed at the Museum für Naturkunde Berlin.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Database, Collection, Biodiversity, Open Science, Digitalization, Evolution, Laboratories;Maraike Willsch;https://www.museumfuernaturkunde.berlin/en/research/real-power-wasps-and-muscles
Sphex – a digger wasp genus re-assessed;In this project, a comprehensive analytical comparison is carried out for the first time, looking at members of the Sphex digger wasp genus (Sphecidae) from the major tropical regions on earth. By combining morphological with genetic data, the relationship between species is retraced.;Centre for Integrative Biodiversity Discovery, Research, Genomics, Morphology, Database, Collection, Genetics;;https://www.museumfuernaturkunde.berlin/en/research/sphex-a-digger-wasp-genus-re-assessed
Taxonomy and phylogeograpy of Scopaeina (Coleoptera, Staphylinidae);The diversity and evolution of Scopaeina is largely unknown. The aim of our long-term project is to re-assess the incredibly diverse monophylum of short-winged beetles (Staphylinidae) taxonomically and answer questions relating to their evolution and biogeography.;Evolutionary Morphology, Centre for Integrative Biodiversity Discovery, Research, Research Infrastructure, Collections Management, Collection, Biodiversity;Dr. Johannes Frisch;https://www.museumfuernaturkunde.berlin/en/research/taxonomy-and-phylogeograpy-scopaeina-coleoptera-staphylinidae
Petrogenesis and metallogenesis of layered intrusions;Investigation of the mineralogy, textures (2D and 3D) and chemistry of chromitite layers, their host rocks and associated platinum-group element mineralization in layered intrusions.;SP1 Dynamics of Nature, Solar System, Impacts & Meteorites, Research, Impact, Earth Sciences;Prof. Dr. Lutz Hecht, Dr. Felix Kaufmann, Kristin Mahlow;https://www.museumfuernaturkunde.berlin/en/research/petrogenesis-and-metallogenesis-layered-intrusions
Meteoritic traces in Archean spherule layers in the Barberton Greenstone Belt, South Africa;We investigate Archean spherule layers from the Barberton Greenstone Belt (BGB) that constitute >3.2 billion year old impact deposits that are amongst the earliest relics of impact on this planet.;SP1 Dynamics of Nature, Solar System, Impacts & Meteorites, Research, Impact, Earth Sciences;Dr. Ansgar Greshake, Ralf Thomas Schmitt;https://www.museumfuernaturkunde.berlin/en/research/meteoritic-traces-archean-spherule-layers-barberton-greenstone-belt-south-africa
Impact and shock metamorphism;The impact metamorphism causes characteristic shock effects in minerals and rocks, which were investigated by mineralogical methods for the improvement of the shock classification.;SP1 Dynamics of Nature, Solar System, Impacts & Meteorites, Research, Impact, Earth Sciences;Dr. Ansgar Greshake, Dr. Christopher Hamann, Prof. Dr. Lutz Hecht, Ralf Thomas Schmitt;https://www.museumfuernaturkunde.berlin/en/research/impact-and-shock-metamorphism
Genesis and emplacement of melt-bearing impact breccias (suevite);We perform new detailed mineralogical und chemical studies on melt-bearing impact breccias from the Ries structure to better understand the dynamics of their formation and emplacement.;SP1 Dynamics of Nature, Solar System, Impacts & Meteorites, Research, Impact, Earth Sciences;Prof. Dr. Lutz Hecht;https://www.museumfuernaturkunde.berlin/en/research/genesis-and-emplacement-melt-bearing-impact-breccias-suevite
Development of a simplified procedure for testing the suitability of materials for scientific collections;A test run for a simplified indicator test carried out in three natural history museums and collections  (MAT-CH);SP2 Collection Future, Research, Research Infrastructure, Collections Management, Collection, Laboratories;Dr. Peter Giere;https://www.museumfuernaturkunde.berlin/en/research/development-a-simplified-procedure-testing-suitability-materials-scientific-collections
The threat to the collection of animal hides – and how we are going to protect them;This research project focuses on the degradation processes in the historic skins and hides of mammals in natural history collections. The causes of decay must be better understood in order to develop sustainable treatment methods that stabilise the hides.;SP2 Collection Future, Research, Research Infrastructure, Collections Management, Mammals, Collection;Steffen Bock, Dr. Christiane Quaisser;https://www.museumfuernaturkunde.berlin/en/research/threat-collection-animal-hides-and-how-we-are-going-protect-them
The sea urchin Echinocorys as a model organism for the study of fossil parasite/host systems;The sea urchin genus Echinocorys thrived on the seafloor for over 40 million years and, was host to parasites from very diverse groups of organisms. It is therefore particularly suited as a model for studying symbiotic relationships over long geological timespans.;Centre for Integrative Biodiversity Discovery, Evolutionary Diversity Dynamics, Evolutionary Morphology, Research, Morphology, Evolution, Fossils;Dr. Christian Neumann;https://www.museumfuernaturkunde.berlin/en/research/sea-urchin-echinocorys-a-model-organism-study-fossil-parasite/host-systems
The significance of ornithological collection of the MfN as a scientific collection and as part of our cultural heritage;Archive research to enhance the value of historical collection specimens for current research;SP2 Collection Future, Research, Research Infrastructure, Transfer, Collections Management, Knowledge Transfer, Research Data Management, Collection;Dr. Sylke Frahnert;https://www.museumfuernaturkunde.berlin/en/research/significance-ornithological-collection-mfn-a-scientific-collection-and-part-our-cultural
Palaeobiology and systematic relationships of Jurassic sauropods;My research area is centered around aspects of functional morphology, palaeoecology and systematic relationships of sauropod dinosaurs from the Jurassic, with the purpose to find out more about the paleobiology of this dinosaur group within their ecosystems.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Collection, Evolution, Fossils;Dr. Daniela Schwarz;https://www.museumfuernaturkunde.berlin/en/research/palaeobiology-and-systematic-relationships-jurassic-sauropods
Palaeontological research on the skeleton of Tyrannosaurus rex Tristan Otto;Tyrannosaurus rex is one of the largest predatory dinosaurs and probably the most famous dinosaur species. The skeleton of T. rex „Tristan Otto“offers new research possibilities about the palaeobiology of Tyrannosaurus.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Fossils, Cooperation;Dr. Daniela Schwarz;https://www.museumfuernaturkunde.berlin/en/research/palaeontological-research-skeleton-tyrannosaurus-rex-tristan-otto
Palaeopathology;Many diseases also affect the bones. Palaeopathology is able to diagnose and interpret traces of disease on fossil skeletal material using medical methods and techniques.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Collection, Fossils;Dr. Daniela Schwarz, PD Dr. Florian Witzmann;https://www.museumfuernaturkunde.berlin/en/research/palaeopathology
Marine mammals;Secondarily adapted mammals to life in water developed a series of characteristics through their evolution, necessary for them to survive in this specific habitat.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Mammals, Biodiversity, Evolution;;https://www.museumfuernaturkunde.berlin/en/research/marine-mammals
Palaeozoic sharks;Palaeozoic waters contain numbers of peculiar representatives of sharks with often very specialized body shape, which later died out without successors.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Evolution, Fossils;;https://www.museumfuernaturkunde.berlin/en/research/palaeozoic-sharks
Fossil arachnids;Investigating the origins and evolution of the arachnids and their relatives by comparing exceptionally preserved fossils with the morphology of living species.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Database, Biodiversity, Evolution, Fossils;Dr. Jason Dunlop;https://www.museumfuernaturkunde.berlin/en/research/fossil-arachnids
Past and present influences on extinction risk in amphibians;Today we know that some traits influence the extinction risk of amphibians – but what about the past? Can we use knowledge from the fossil record to learn about the present and improve conservation?;SP1 Dynamics of Nature, Research, Amphibians, Extinction of Species, Fossils;PD Dr. Mark-Oliver Rödel;https://www.museumfuernaturkunde.berlin/en/research/past-and-present-influences-extinction-risk-amphibians
Form, Function and Evolution of the hypercarnivorous Gorgonopsia using 3D-Imaging Technologies;My PhD research focuses on the fossil clade Gorgonopsia, the apex predators of the Late Permian, investigating their cranial biomechanics and postcranial morphology using novel imaging technologies.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Digitalization, Evolution, Fossils;Eva-Maria Bendel, Prof. Dr. Jörg Fröbisch;https://www.museumfuernaturkunde.berlin/en/research/form-function-and-evolution-hypercarnivorous-gorgonopsia-using-3d-imaging-technologies
A fast track to biodiversity in the 21st century - the Indobiosys project;Establishing a standardized and sustainable workflow to accelerate the process of biodiversity discovery from underexplored biodiversity-rich areas.;Centre for Integrative Biodiversity Discovery, Research, Transfer, Knowledge Transfer, Protection of Species, Biodiversity, Cooperation;Dr. Johannes Frisch, Dr. Christoph Häuser, Dr. Wolfram Mey, Bernhard Schurian, Dr. Kristina von Rintelen, Dr. Thomas von Rintelen;https://www.museumfuernaturkunde.berlin/en/research/a-fast-track-biodiversity-21st-century-indobiosys-project
